Invoice No,Total Invoice Value
553181,108
553182,1839
553183,214
553184,243
553185,340
553186,228
553187,76
553188,156
553189,320
553190,144
553191,151
553192,842
553193,90
553194,181
553195,66
553196,40
553197,46
553198,162
553199,333
553200,90
553201,17
553202,117
553203,496
553204,55
553205,410
553206,1188
553207,317
553208,466
553209,198
553210,862
553211,245
553212,60
553213,368
553214,292
553215,192
553216,128
553217,288
553218,120
553219,247
553220,560
553221,226
C553222,-6
553223,55
553224,90
553225,238
553226,88
553227,134
553228,313
553229,384
C553230,-24
553235,192
553239,72
553315,944
553316,102
553317,314
553319,20
553339,1408
553340,720
553341,246
553342,70
553343,244
553344,288
553345,368
553346,214
553347,453
553348,447
553349,0
553350,88
553351,219
553352,182
553353,2
C553354,-5876
C553355,-7006
553356,476
553357,30
553363,298
553368,7846
553369,398
C553370,-279
553371,204
C553372,-328
C553373,-249
553374,302
553375,944
C553376,-291
553377,230
C553378,-296
553379,288
553380,195
553381,155
553382,160
553383,300
553384,128
553385,243
553386,488
553387,1451
553388,68
553389,1176
553390,329
553391,0
553392,528
553393,830
553394,0
553395,0
553396,0
C553397,-2
553398,0
553399,0
553400,0
553401,0
553402,45
553403,132
553404,292
553405,440
553406,50
C553407,-40
553408,272
C553409,-18
553410,84
553411,520
553412,38
553413,0
C553414,-18
553415,183
553416,380
553417,490
553418,210
553419,124
553420,239
553421,72
553422,120
553423,134
C553424,0
553427,60
553461,474
553462,406
553463,680
553464,616
553465,80
553466,0
553467,150
553468,576
553469,636
553470,4714
553471,2214
553472,537
553473,216
553474,144
553475,708
553476,428
553477,226
C553478,-20
C553479,-10
553480,0
553481,0
C553482,-9
C553483,-24
553484,189
553485,233
C553486,0
553487,372
553488,100
553489,328
553490,81
553491,90
553496,108
553497,68
553498,226
553499,178
553500,36
553501,8
C553502,-15
553503,88
553504,296
553505,480
553506,28
553507,169
553509,115
C553508,0
C553510,-19
C553511,-86
C553512,-13
C553513,-112
C553514,-14
553515,117
C553516,-21
C553517,-6
C553518,-8
C553519,-8
553520,79
553521,452
553522,155
553523,1739
553524,196
553525,81
553526,111
553527,784
C553528,-82
C553529,-14
C553530,-12
C553531,-287
C553532,-26
C553533,-23
C553534,-3
553535,967
C553536,-16
553537,205
553538,73
553539,465
553540,1690
553541,906
553542,718
553543,582
553544,477
553545,400
553546,7780
553547,430
553548,0
553549,1229
553550,800
553551,100
553552,280
553553,350
553556,178
C553557,-2
C553558,-12
553559,293
C553560,-293
C553561,-15
C553562,-2
C553563,-36
C553564,-195
553565,352
553566,332
553567,30
C553568,-24
553570,326
C553569,-18
553571,123
553572,489
553573,2
553574,644
553575,328
553576,428
553577,300
553578,258
553579,12
553585,142
553607,3200
553612,122
553614,336
553625,648
553638,176
553650,52
553651,0
553652,0
553653,142
553654,180
553655,95
C553656,-20
553657,113
553658,366
553659,0
553660,108
553661,1102
553662,186
553663,115
553664,84
C553665,-15
553666,108
553668,337
C553667,-43
C553669,-3
553670,516
553671,378
553672,306
553673,520
553674,112
553675,154
553676,340
553677,128
553678,241
553679,574
553680,164
553681,116
553682,468
553683,228
553684,454
553685,504
553686,1064
C553687,-9
553688,0
553689,294
553690,96
553691,575
553701,96
553702,110
553703,316
553706,228
553707,758
553708,68
553709,344
553710,236
553711,494
553712,390
553713,200
553714,178
553715,11
553716,0
553717,0
553718,1356
553719,0
553720,202
553721,404
553722,36
553724,352
553725,202
553726,180
553727,167
553728,0
553729,0
553730,314
553731,507
553732,66
553733,50
553734,126
553735,20
553736,48
553737,416
553738,246
553739,844
553740,88
553741,330
553742,138
553743,0
553744,0
553745,0
553746,0
553747,170
C553748,-30
553749,172
553750,244
553751,266
553752,165
553753,200
553754,108
553755,288
553762,262
C553763,-16
553765,123
553766,740
553767,579
553768,760
553769,0
C553780,-10
553781,93
C553801,-240
553828,705
553829,150
553830,94
553831,779
553832,180
553833,165
553834,590
553835,162
553836,364
553837,24
553838,352
553839,64
C553840,-20
C553841,0
553842,214
553843,308
553844,246
553845,602
553846,203
553847,16
553848,200
553849,3
553850,96
C553851,-10
553852,244
553853,107
C553854,-5
553855,246
553856,129
553857,134
553858,82
553859,472
553860,104
553861,235
553863,323
C553862,-10
553864,57
C553865,-16
C553866,-3
553867,194
553868,144
553869,745
553870,151
553871,6
553872,256
553873,212
553874,16
C553875,-32
553876,202
C553877,-12
553878,272
553879,893
C553880,-176
553881,192
553882,186
553883,96
553884,172
553885,122
553886,260
553887,140
553888,149
553889,332
553890,1265
553891,480
553892,104
553893,261
553894,828
553895,76
553896,258
553897,210
553898,96
553899,480
553900,74
553901,773
553902,84
C553903,-96
C553904,-139
C553905,-49
C553906,-59
553907,86
553908,256
553909,137
553911,130
C553910,-10
553912,332
553913,314
C553914,-45
553915,480
553916,92
553917,105
553918,208
553919,762
553920,318
553921,287
553922,132
553923,56
C553924,-28
553925,282
553926,0
553927,60
553928,72
553929,72
553930,260
553931,252
553932,86
553933,498
553934,32
553935,549
553936,44
553937,145
553938,104
553940,310
553941,253
553942,758
553946,518
553952,56
553978,1000
553979,440
553996,198
553997,830
C553998,-16
C553999,-8
554000,122
C554001,-1
C554002,-6
554003,400
C554004,-8
C554005,-12
C554006,-216
554007,8
554008,88
554009,254
C554010,-75
C554011,-6
C554012,-16
554013,625
554014,12
554015,288
554016,476
554017,0
554018,48
554019,366
554020,0
554021,0
554022,0
554023,0
554024,0
554026,544
C554025,-10
554027,158
554028,630
C554029,-16
554030,484
554031,114
554032,120
554033,286
554034,144
554035,56
554036,208
554037,608
554038,228
554039,382
554040,210
554041,12
554042,94
554043,72
554050,134
554051,96
554052,0
554053,40
554054,1050
554055,272
554056,5
554057,304
554058,161
554059,278
554060,200
554061,0
554062,190
554063,288
554064,168
554065,536
554066,659
554067,168
554068,68
554069,381
554070,764
554071,1824
554072,334
554073,64
554074,139
554075,189
554076,271
554077,116
554078,24
554079,239
554080,145
554081,188
554082,132
554083,108
554084,510
554085,138
554086,78
554087,196
554088,401
554089,346
554090,73
554091,84
554092,208
554093,295
554094,172
554095,0
554096,572
554097,566
554098,1708
554099,574
C554100,-17
554101,156
554102,189
554103,203
554104,690
554105,145
554106,452
554107,162
554108,209
554109,168
554110,96
554111,94
554112,209
554113,300
554114,138
554115,72
554116,122
554117,530
554118,134
554119,44
554120,42
554121,93
554122,122
554123,136
554124,654
554125,321
554126,312
C554127,-480
554128,0
554129,196
554130,192
554131,542
554132,798
554133,0
554134,226
554135,54
C554136,-1
554137,292
554138,24
554139,765
554141,0
C554140,-12
554142,392
554143,0
554144,0
554145,0
554146,124
554147,248
554148,0
554149,0
554151,1345
C554150,-28
C554152,-24
C554153,-8
C554154,-1241
554155,1241
554156,248
554157,62
554158,277
554159,138
554160,232
554161,32
554162,200
554163,147
554164,366
554181,412
554202,127
C554197,-14
C554203,-1
554207,1
C554210,-1
554261,204
554262,0
554263,0
554264,112
554265,29
C554266,-15
554267,0
554268,387
554269,48
554270,288
554271,1076
554272,1421
C554273,-3
554274,101
554275,462
554276,0
554277,120
554278,297
554279,400
554280,376
554281,237
554282,1088
554283,860
554284,0
554285,590
554286,310
554287,0
554289,242
554293,557
554299,0
C554300,-8
554301,1241
C554302,-1241
C554303,-15
554305,557
554306,528
554307,334
554309,216
C554308,-557
554310,1897
554311,0
554312,0
554313,0
554314,0
554315,272
554316,0
554317,0
554318,0
554319,0
554320,0
554321,0
554322,0
554323,198
554324,122
554325,328
554326,260
554328,0
554329,316
C554330,-67
C554331,-28
C554332,-6
C554333,-6
C554334,-15
C554335,-1
C554336,-10
554337,199
C554338,-4
C554339,-8
C554340,-25
C554341,-5
C554342,-3
C554343,0
C554344,-1
C554345,-9
C554346,-28
554347,534
554348,1432
554349,180
554350,88
554351,104
554352,0
554353,1160
554354,16
554355,202
554356,254
554357,0
554358,2496
554359,219
554360,0
C554361,-4
554362,127
554363,229
554364,172
554365,478
554366,8232
554367,177
554368,203
554369,0
554370,42
554371,353
554372,216
C554373,-6
C554374,-20
554375,170
554376,364
554377,0
554378,0
554379,298
554380,506
554381,112
554382,370
554392,168
554415,586
554421,122
554424,115
554432,0
554436,15
554441,202
554465,233
C554477,-2
554483,436
554484,232
554485,35
C554486,-8
554487,108
554488,0
554489,514
554490,177
554491,63
554492,98
C554493,-29
554494,485
554495,3
554496,338
554497,340
554498,182
554502,112
554503,268
554504,214
554505,80
554506,4
554507,168
554508,72
554509,88
554510,306
554511,1240
554512,1137
554513,218
554514,1826
554515,120
C554516,-13
C554517,-40
C554518,-6
C554519,-2
554520,396
C554521,-16
C554522,-5
C554523,-16
554524,12
C554525,-3
554526,117
C554527,-27
C554528,-20
C554529,-8
C554530,-15
C554531,-4
C554532,-21
C554533,-120
554534,40
C554535,-60
C554536,-2
C554537,-21
554538,108
C554539,-16
C554540,-38
C554541,-30
554542,396
554543,102
C554544,-102
554545,108
554546,117
554547,60
554549,234
554550,0
554551,0
554552,1100
554553,0
554554,187
554555,144
554556,462
554557,366
C554558,-2
554559,0
554560,363
554561,170
554570,126
554579,406
554597,120
554598,170
554603,198
554617,83
554627,0
554628,564
554629,88
554630,112
554631,6
554632,24
554633,0
554634,0
554635,94
554636,434
554637,133
554638,149
554639,0
554640,948
554641,80
554642,960
554643,644
554644,477
554645,28
554646,92
554647,100
554648,340
554649,48
554650,404
554651,598
554652,40
554653,6
554654,492
554655,328
554656,171
554658,170
554663,87
554664,64
554665,218
554666,306
554667,228
554668,212
554669,266
554670,64
554671,234
554672,336
554673,0
554674,193
554675,0
554676,0
554677,0
554678,0
554679,0
554680,0
554681,0
554682,222
554683,40
554684,144
C554685,-24
C554686,-20
C554687,-9
C554688,-9
C554689,-1
C554690,-48
C554691,-4
C554692,-4
C554693,-20
554694,1944
554695,182
554696,0
554697,161
554698,196
554699,430
554700,116
554701,122
554702,206
554703,32
554704,347
554705,294
554706,44
554707,768
554708,218
554709,600
554710,300
554711,100
554712,444
554713,24
554714,666
C554715,-47
C554716,-2
C554717,-102
554718,114
554756,56
554762,243
554765,260
554770,320
554776,4
C554781,-1
554787,90
554788,241
554789,168
C554790,-4
554791,4
554792,28
554794,140
C554793,0
554795,250
554798,468
554808,259
554809,145
554810,269
554811,4
554812,151
554813,76
554814,701
554815,436
554816,82
554817,270
554818,260
554819,10
554820,74
554821,36
554822,159
554823,303
554824,263
554825,213
554826,170
554827,6686
554828,0
554829,0
554830,0
554831,0
554832,174
554834,168
554835,134
554836,650
554837,207
554838,80
554839,302
554840,168
554841,3
554842,398
554843,52
554844,56
554845,4416
C554846,-12
C554847,-24
C554848,-11
C554849,-34
554850,352
C554851,-4
554852,0
554853,180
554854,246
554855,42
C554856,-14
554857,0
554858,136
554859,858
554860,433
554861,554
C554862,-8
C554863,-5
C554864,-4
554865,101
554866,386
C554867,-15
554868,0
554869,192
C554870,-6
C554871,-36
C554872,-2
C554873,-6
C554874,-9
C554905,-20
554906,482
554907,0
554915,296
554916,49
554917,464
554918,35
554919,300
554920,388
554921,368
554922,250
554923,70
554924,10
C554925,-3
C554926,0
554927,158
554928,0
554929,199
554930,0
C554931,-4
554932,72
554933,174
554934,52
554935,396
554936,60
554937,266
554938,352
554939,238
554940,342
554941,90
554942,99
554943,408
554944,168
554945,12
554946,231
554947,62
554948,238
554949,226
554950,600
554951,200
554952,72
554953,12
554954,126
554955,86
554956,4331
554957,257
554958,564
554959,255
554960,589
554961,551
554962,0
554963,259
554964,165
554965,57
554966,108
554967,5
554968,80
554969,159
C554973,-24
554974,904
554975,719
554976,215
554977,77
554978,194
554979,97
554980,42
554981,306
554982,992
C554983,-160
554984,200
554985,440
554986,241
554987,55
554988,4
554989,66
554990,92
554991,117
554992,190
554993,127
554994,101
554995,125
554996,152
554997,220
554998,152
554999,308
555000,197
555001,150
555002,234
555003,121
555004,64
555005,552
C555006,-144
555007,144
555008,360
555009,456
555010,144
555011,56
555012,313
C555013,-7
555015,355
C555014,-446
555016,684
555017,191
555025,408
555028,48
C555046,-6
C555054,-16
555070,8
555073,91
C555074,-3
555075,300
555076,213
555077,120
555091,130
555092,112
555093,64
555094,299
555095,966
555096,340
555097,96
555098,168
555099,568
555101,220
C555100,-16
555102,68
555103,100
555104,768
C555105,-3
555106,248
555107,452
555108,578
555109,232
555110,124
555111,132
555112,210
555113,88
555114,48
555115,1477
555116,235
555119,127
555124,367
555125,250
555127,234
555133,240
555147,704
555149,809
555150,1562
555156,34
555157,260
555158,1006
555159,37
555160,1160
555161,39
555162,352
C555163,-36
555164,2432
555194,280
555195,324
C555196,-7
C555197,-5
555198,82
555199,77
555200,161
555201,203
555202,80
555203,265
555207,298
555213,144
555232,118
555233,42
555234,241
C555239,-3
555240,125
555241,271
555242,78
555243,108
C555244,-49
555245,101
C555246,-6
555247,264
C555248,-14
555249,168
555250,8
555251,255
C555252,-12
C555253,-6
C555254,-20
C555255,-40
C555256,-9
555257,220
C555258,-14
555259,84
555260,118
C555261,-1
C555262,-12
555263,239
555264,79
C555265,-2
555266,90
C555267,-23
C555268,-9
C555269,0
555270,400
C555271,-26
C555272,-30
C555273,-16
C555274,-7
555275,1460
555276,1344
555277,776
555278,837
555279,85
555280,184
555281,46
555282,895
555283,32
555284,1868
555285,186
555286,24
555287,146
C555288,-16
555289,306
555312,205
555320,356
555321,208
555322,268
555323,196
555324,452
555325,183
555326,244
555327,567
C555328,-26
C555329,-5
555330,0
555331,0
555332,0
555333,0
555334,0
555335,0
555336,55
C555337,-1
C555338,-12
C555339,-11
555340,785
555343,136
C555341,-12
C555342,0
555344,932
C555345,-2
C555346,-17
555347,224
555348,196
555349,157
555350,591
555351,264
555352,1362
555353,126
C555354,0
C555355,0
555356,312
C555357,-12
C555358,-2
555359,98
C555360,-29
C555361,-16
555363,90
C555362,0
C555364,-16
C555365,-8
C555366,0
555367,63
555368,1181
555381,24
555382,1048
555383,552
C555384,-12
555385,6
C555386,-3
555387,0
555388,230
555389,214
555390,0
555391,0
555392,24
555393,544
555394,64
555395,44
555396,361
555397,1756
C555398,-24
555399,88
555400,5223
555401,1741
555402,0
555403,90
C555404,-18
555405,200
555406,257
555407,259
555408,322
C555409,-14
555410,238
555412,42
C555411,-80
555413,146
555414,154
555415,252
555416,282
555417,54
555418,1100
555419,16
555420,430
C555421,-24
555422,24
555469,0
555470,232
555471,165
555472,156
555473,629
555474,8
C555475,-9
555476,158
555477,913
555478,1008
555479,180
555485,300
555486,228
C555487,-24
555488,270
555489,0
555490,1200
555491,288
555492,156
555493,204
555494,152
555495,266
555496,292
555497,0
555498,91
555499,208
555500,89
555501,201
555502,72
555503,0
555504,12
555505,0
555506,0
555507,186
555508,185
555509,280
555510,1563
555511,117
555512,304
555513,852
555514,197
555515,741
555516,251
555517,250
555518,280
555519,258
555520,97
555521,339
555522,215
555523,350
555524,460
555525,300
555526,388
555527,379
555528,296
C555529,-48
555530,48
555531,1170
C555532,-37
555533,334
555534,0
555535,112
555536,210
555537,150
555538,107
555539,146
555540,225
555541,119
555542,288
555543,456
555544,265
555545,588
555546,184
555547,532
555548,66
555549,177
555550,294
555551,197
555552,94
555553,340
555554,274
555555,84
555556,408
555557,56
555558,269
555559,188
555560,76
555561,24
555562,279
C555563,-6
555564,135
555565,368
555566,162
555567,255
555568,434
555569,600
555570,536
555571,84
555572,636
555573,246
555574,375
555575,229
555576,72
555577,405
555578,60
555579,64
555580,0
555581,129
555582,163
555583,242
555584,166
555585,372
555586,168
555587,206
555588,104
555589,248
555590,60
555591,364
555592,114
555593,88
555594,234
C555595,-2
C555596,-14
C555597,-42
C555598,-4
C555599,-195
C555600,-20
555601,50
555602,231
555603,141
555604,340
C555605,-23
555620,0
555626,230
555627,52
555628,298
555630,164
C555629,-12
555631,137
555632,312
555633,107
555634,168
555635,174
C555636,-364
555637,282
555638,491
C555639,-15
555640,254
555642,368
C555643,-9
555644,318
555645,115
555646,280
555647,482
555648,160
555649,180
555650,735
555651,194
C555652,-6
555653,169
555654,130
555691,336
555695,108
555701,129
555702,28
555703,216
555704,284
555705,172
555719,360
555720,109
555721,45
555722,1307
C555723,-32
555724,14
555725,32
555726,278
C555727,-30
555728,223
C555729,-122
C555730,-6
555731,340
555732,88
555733,304
555734,255
555735,320
555736,276
555737,196
555738,110
555739,461
555740,222
555741,166
555742,284
555743,186
555744,96
555745,140
555746,81
555751,32
555759,144
555798,647
555808,56
555810,456
555813,60
555815,592
555816,32
555817,12
555818,228
555819,364
555820,180
555821,0
555822,0
555823,0
555824,0
555829,260
555832,274
555834,0
555835,607
555836,236
555838,0
C555837,-8
555839,0
555840,36
555841,70
555842,114
555843,132
555844,119
555845,265
555846,136
555847,150
555848,294
555849,104
555850,242
